Sex,Age,Household Language,Educational Attainment,Employment Status,Disability Status,School Attendance,Population
Male,24,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,25,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,26,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,27,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,28,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,29,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,30,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,18,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,19,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,20,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,21,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,22,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,23,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,24,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,25,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,26,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,27,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,28,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,29,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,30,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,18,N/A (GQ/vacant),Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,19,N/A (GQ/vacant),Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,20,N/A (GQ/vacant),Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,21,N/A (GQ/vacant),Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,22,N/A (GQ/vacant),Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,23,N/A (GQ/vacant),Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,24,N/A (GQ/vacant),Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,25,N/A (GQ/vacant),Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,26,N/A (GQ/vacant),Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,27,N/A (GQ/vacant),Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,28,N/A (GQ/vacant),Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,29,N/A (GQ/vacant),Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,30,N/A (GQ/vacant),Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,18,English Only,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,19,English Only,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,20,English Only,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,21,English Only,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,22,English Only,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,23,English Only,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,24,English Only,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,25,English Only,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,26,English Only,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,27,English Only,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,28,English Only,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,29,English Only,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,30,English Only,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,18,Spanish,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,19,Spanish,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,20,Spanish,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,21,Spanish,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,22,Spanish,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,23,Spanish,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,24,Spanish,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,25,Spanish,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,26,Spanish,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,27,Spanish,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,28,Spanish,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,29,Spanish,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,30,Spanish,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,18,Other Indo-European languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,19,Other Indo-European languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,20,Other Indo-European languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,21,Other Indo-European languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,22,Other Indo-European languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,23,Other Indo-European languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,24,Other Indo-European languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,25,Other Indo-European languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,26,Other Indo-European languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,27,Other Indo-European languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,28,Other Indo-European languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,29,Other Indo-European languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,30,Other Indo-European languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,18,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,19,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,20,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,21,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,22,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,23,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,24,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,25,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,26,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,27,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,28,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,29,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,30,Asian and Pacific Island languages,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,18,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,19,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,20,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,21,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,22,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,23,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,24,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,25,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,26,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,27,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,28,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,29,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,30,Other Language,Professional degree beyond a bachelor's degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,18,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,19,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,20,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,21,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,22,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,23,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,24,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,25,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,26,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,27,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,28,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,29,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,30,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,18,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,19,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,20,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,21,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,22,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,23,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,24,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,25,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,26,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,27,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,28,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,29,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,30,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,18,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,19,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,20,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,21,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,22,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,23,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,24,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,25,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,26,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,27,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,28,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,29,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,30,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,18,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,19,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,20,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,21,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,22,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,23,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,24,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,25,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,26,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,27,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,28,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,29,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,30,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,18,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,19,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,20,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,21,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,22,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,23,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,24,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,25,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,26,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,27,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,28,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,29,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,30,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,18,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,19,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,20,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,21,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,22,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,23,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,24,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,25,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,26,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,27,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,28,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,29,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,30,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,18,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,19,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,20,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,21,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,22,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,23,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,24,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,25,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,26,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,27,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,28,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,29,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,30,N/A (GQ/vacant),Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,18,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,19,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,20,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,21,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,22,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,23,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,24,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,25,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,26,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,27,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,28,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,29,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,30,English Only,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,18,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,19,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,20,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,21,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,22,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,23,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,24,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,25,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,26,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,27,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,28,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,29,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,30,Spanish,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,18,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,19,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,20,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,21,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,22,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,23,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,24,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,25,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,26,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,27,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,28,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,29,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,30,Other Indo-European languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,18,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,19,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,20,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,21,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,22,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,23,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,24,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,25,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,26,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,27,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,28,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,29,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,30,Asian and Pacific Island languages,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,18,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,19,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,20,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,21,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,22,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,23,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,24,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,25,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,26,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,27,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,28,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,29,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Female,30,Other Language,Doctorate degree,Unemployed,With a disability,"No, has not attended in the last 3 months",0
Male,18,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,19,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,20,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,21,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,22,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,23,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,24,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,25,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,26,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,27,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,28,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
