Gender,Age,Occupation,Population
Male,21.0,CMM-Database Administrators and Architects,0.0
Male,22.0,CMM-Database Administrators and Architects,0.0
Male,23.0,CMM-Database Administrators and Architects,0.0
Male,24.0,CMM-Database Administrators and Architects,0.0
Male,25.0,CMM-Database Administrators and Architects,0.0
Male,26.0,CMM-Database Administrators and Architects,0.0
Male,27.0,CMM-Database Administrators and Architects,0.0
Male,28.0,CMM-Database Administrators and Architects,0.0
Male,29.0,CMM-Database Administrators and Architects,0.0
Male,30.0,CMM-Database Administrators and Architects,56.0
Female,18.0,CMM-Database Administrators and Architects,0.0
Female,19.0,CMM-Database Administrators and Architects,0.0
Female,20.0,CMM-Database Administrators and Architects,0.0
Female,21.0,CMM-Database Administrators and Architects,0.0
Female,22.0,CMM-Database Administrators and Architects,0.0
Female,23.0,CMM-Database Administrators and Architects,0.0
Female,24.0,CMM-Database Administrators and Architects,0.0
Female,25.0,CMM-Database Administrators and Architects,0.0
Female,26.0,CMM-Database Administrators and Architects,0.0
Female,27.0,CMM-Database Administrators and Architects,176.0
Female,28.0,CMM-Database Administrators and Architects,0.0
Female,29.0,CMM-Database Administrators and Architects,0.0
Female,30.0,CMM-Database Administrators and Architects,0.0
Male,18.0,CMM-Network And Computer Systems Administrators,0.0
Male,19.0,CMM-Network And Computer Systems Administrators,0.0
Male,20.0,CMM-Network And Computer Systems Administrators,0.0
Male,21.0,CMM-Network And Computer Systems Administrators,0.0
Male,22.0,CMM-Network And Computer Systems Administrators,0.0
Male,23.0,CMM-Network And Computer Systems Administrators,0.0
Male,24.0,CMM-Network And Computer Systems Administrators,0.0
Male,25.0,CMM-Network And Computer Systems Administrators,0.0
Male,26.0,CMM-Network And Computer Systems Administrators,0.0
Male,27.0,CMM-Network And Computer Systems Administrators,0.0
Male,28.0,CMM-Network And Computer Systems Administrators,0.0
Male,29.0,CMM-Network And Computer Systems Administrators,0.0
Male,30.0,CMM-Network And Computer Systems Administrators,0.0
Female,18.0,CMM-Network And Computer Systems Administrators,0.0
Female,19.0,CMM-Network And Computer Systems Administrators,0.0
Female,20.0,CMM-Network And Computer Systems Administrators,0.0
Female,21.0,CMM-Network And Computer Systems Administrators,0.0
Female,22.0,CMM-Network And Computer Systems Administrators,0.0
Female,23.0,CMM-Network And Computer Systems Administrators,0.0
Female,24.0,CMM-Network And Computer Systems Administrators,0.0
Female,25.0,CMM-Network And Computer Systems Administrators,0.0
Female,26.0,CMM-Network And Computer Systems Administrators,0.0
Female,27.0,CMM-Network And Computer Systems Administrators,0.0
Female,28.0,CMM-Network And Computer Systems Administrators,16.0
Female,29.0,CMM-Network And Computer Systems Administrators,46.0
Female,30.0,CMM-Network And Computer Systems Administrators,0.0
Male,18.0,CMM-Computer Network Architects,0.0
Male,19.0,CMM-Computer Network Architects,0.0
Male,20.0,CMM-Computer Network Architects,0.0
Male,21.0,CMM-Computer Network Architects,0.0
Male,22.0,CMM-Computer Network Architects,0.0
Male,23.0,CMM-Computer Network Architects,0.0
Male,24.0,CMM-Computer Network Architects,0.0
Male,25.0,CMM-Computer Network Architects,0.0
Male,26.0,CMM-Computer Network Architects,64.0
Male,27.0,CMM-Computer Network Architects,64.0
Male,28.0,CMM-Computer Network Architects,0.0
Male,29.0,CMM-Computer Network Architects,0.0
Male,30.0,CMM-Computer Network Architects,0.0
Female,18.0,CMM-Computer Network Architects,0.0
Female,19.0,CMM-Computer Network Architects,0.0
Female,20.0,CMM-Computer Network Architects,0.0
Female,21.0,CMM-Computer Network Architects,0.0
Female,22.0,CMM-Computer Network Architects,0.0
Female,23.0,CMM-Computer Network Architects,0.0
Female,24.0,CMM-Computer Network Architects,0.0
Female,25.0,CMM-Computer Network Architects,0.0
Female,26.0,CMM-Computer Network Architects,0.0
Female,27.0,CMM-Computer Network Architects,0.0
Female,28.0,CMM-Computer Network Architects,0.0
Female,29.0,CMM-Computer Network Architects,0.0
Female,30.0,CMM-Computer Network Architects,0.0
Male,18.0,"CMM-Computer Occupations, All Other",0.0
Male,19.0,"CMM-Computer Occupations, All Other",223.0
Male,20.0,"CMM-Computer Occupations, All Other",0.0
Male,21.0,"CMM-Computer Occupations, All Other",0.0
Male,22.0,"CMM-Computer Occupations, All Other",0.0
Male,23.0,"CMM-Computer Occupations, All Other",141.0
Male,24.0,"CMM-Computer Occupations, All Other",440.0
Male,25.0,"CMM-Computer Occupations, All Other",0.0
Male,26.0,"CMM-Computer Occupations, All Other",0.0
Male,27.0,"CMM-Computer Occupations, All Other",91.0
Male,28.0,"CMM-Computer Occupations, All Other",144.0
Male,29.0,"CMM-Computer Occupations, All Other",79.0
Male,30.0,"CMM-Computer Occupations, All Other",84.0
Female,18.0,"CMM-Computer Occupations, All Other",0.0
Female,19.0,"CMM-Computer Occupations, All Other",0.0
Female,20.0,"CMM-Computer Occupations, All Other",0.0
Female,21.0,"CMM-Computer Occupations, All Other",0.0
Female,22.0,"CMM-Computer Occupations, All Other",0.0
Female,23.0,"CMM-Computer Occupations, All Other",87.0
Female,24.0,"CMM-Computer Occupations, All Other",0.0
Female,25.0,"CMM-Computer Occupations, All Other",0.0
Female,26.0,"CMM-Computer Occupations, All Other",0.0
Female,27.0,"CMM-Computer Occupations, All Other",0.0
Female,28.0,"CMM-Computer Occupations, All Other",0.0
Female,29.0,"CMM-Computer Occupations, All Other",146.0
Female,30.0,"CMM-Computer Occupations, All Other",0.0
Male,18.0,CMM-Actuaries,0.0
Male,19.0,CMM-Actuaries,0.0
Male,20.0,CMM-Actuaries,0.0
Male,21.0,CMM-Actuaries,0.0
Male,22.0,CMM-Actuaries,276.0
Male,23.0,CMM-Actuaries,0.0
Male,24.0,CMM-Actuaries,310.0
Male,25.0,CMM-Actuaries,0.0
Male,26.0,CMM-Actuaries,0.0
Male,27.0,CMM-Actuaries,0.0
Male,28.0,CMM-Actuaries,0.0
Male,29.0,CMM-Actuaries,87.0
Male,30.0,CMM-Actuaries,0.0
Female,18.0,CMM-Actuaries,0.0
Female,19.0,CMM-Actuaries,0.0
Female,20.0,CMM-Actuaries,0.0
Female,21.0,CMM-Actuaries,0.0
Female,22.0,CMM-Actuaries,0.0
Female,23.0,CMM-Actuaries,0.0
Female,24.0,CMM-Actuaries,215.0
Female,25.0,CMM-Actuaries,0.0
Female,26.0,CMM-Actuaries,0.0
Female,27.0,CMM-Actuaries,0.0
Female,28.0,CMM-Actuaries,58.0
Female,29.0,CMM-Actuaries,0.0
Female,30.0,CMM-Actuaries,0.0
Male,18.0,CMM-Operations Research Analysts,0.0
Male,19.0,CMM-Operations Research Analysts,0.0
Male,20.0,CMM-Operations Research Analysts,0.0
Male,21.0,CMM-Operations Research Analysts,0.0
Male,22.0,CMM-Operations Research Analysts,0.0
Male,23.0,CMM-Operations Research Analysts,0.0
Male,24.0,CMM-Operations Research Analysts,0.0
Male,25.0,CMM-Operations Research Analysts,0.0
Male,26.0,CMM-Operations Research Analysts,0.0
Male,27.0,CMM-Operations Research Analysts,0.0
Male,28.0,CMM-Operations Research Analysts,0.0
Male,29.0,CMM-Operations Research Analysts,0.0
Male,30.0,CMM-Operations Research Analysts,0.0
Female,18.0,CMM-Operations Research Analysts,0.0
Female,19.0,CMM-Operations Research Analysts,0.0
Female,20.0,CMM-Operations Research Analysts,0.0
Female,21.0,CMM-Operations Research Analysts,0.0
Female,22.0,CMM-Operations Research Analysts,0.0
Female,23.0,CMM-Operations Research Analysts,0.0
Female,24.0,CMM-Operations Research Analysts,0.0
Female,25.0,CMM-Operations Research Analysts,0.0
Female,26.0,CMM-Operations Research Analysts,0.0
Female,27.0,CMM-Operations Research Analysts,0.0
Female,28.0,CMM-Operations Research Analysts,0.0
Female,29.0,CMM-Operations Research Analysts,0.0
Female,30.0,CMM-Operations Research Analysts,0.0
Male,18.0,CMM-Other Mathematical Science Occupations,0.0
Male,19.0,CMM-Other Mathematical Science Occupations,133.0
Male,20.0,CMM-Other Mathematical Science Occupations,0.0
Male,21.0,CMM-Other Mathematical Science Occupations,0.0
Male,22.0,CMM-Other Mathematical Science Occupations,0.0
Male,23.0,CMM-Other Mathematical Science Occupations,0.0
Male,24.0,CMM-Other Mathematical Science Occupations,0.0
Male,25.0,CMM-Other Mathematical Science Occupations,0.0
Male,26.0,CMM-Other Mathematical Science Occupations,194.0
Male,27.0,CMM-Other Mathematical Science Occupations,0.0
Male,28.0,CMM-Other Mathematical Science Occupations,0.0
Male,29.0,CMM-Other Mathematical Science Occupations,52.0
Male,30.0,CMM-Other Mathematical Science Occupations,0.0
Female,18.0,CMM-Other Mathematical Science Occupations,93.0
Female,19.0,CMM-Other Mathematical Science Occupations,125.0
Female,20.0,CMM-Other Mathematical Science Occupations,747.0
Female,21.0,CMM-Other Mathematical Science Occupations,109.0
Female,22.0,CMM-Other Mathematical Science Occupations,0.0
Female,23.0,CMM-Other Mathematical Science Occupations,0.0
Female,24.0,CMM-Other Mathematical Science Occupations,337.0
Female,25.0,CMM-Other Mathematical Science Occupations,35.0
Female,26.0,CMM-Other Mathematical Science Occupations,0.0
Female,27.0,CMM-Other Mathematical Science Occupations,73.0
Female,28.0,CMM-Other Mathematical Science Occupations,0.0
Female,29.0,CMM-Other Mathematical Science Occupations,34.0
Female,30.0,CMM-Other Mathematical Science Occupations,391.0
Male,18.0,"ENG-Architects, Except Landscape And Naval",0.0
Male,19.0,"ENG-Architects, Except Landscape And Naval",0.0
Male,20.0,"ENG-Architects, Except Landscape And Naval",0.0
Male,21.0,"ENG-Architects, Except Landscape And Naval",0.0
Male,22.0,"ENG-Architects, Except Landscape And Naval",0.0
Male,23.0,"ENG-Architects, Except Landscape And Naval",0.0
Male,24.0,"ENG-Architects, Except Landscape And Naval",800.0
Male,25.0,"ENG-Architects, Except Landscape And Naval",0.0
Male,26.0,"ENG-Architects, Except Landscape And Naval",0.0
Male,27.0,"ENG-Architects, Except Landscape And Naval",0.0
Male,28.0,"ENG-Architects, Except Landscape And Naval",0.0
Male,29.0,"ENG-Architects, Except Landscape And Naval",0.0
Male,30.0,"ENG-Architects, Except Landscape And Naval",0.0
Female,18.0,"ENG-Architects, Except Landscape And Naval",0.0
Female,19.0,"ENG-Architects, Except Landscape And Naval",0.0
Female,20.0,"ENG-Architects, Except Landscape And Naval",0.0
Female,21.0,"ENG-Architects, Except Landscape And Naval",0.0
Female,22.0,"ENG-Architects, Except Landscape And Naval",0.0
Female,23.0,"ENG-Architects, Except Landscape And Naval",0.0
Female,24.0,"ENG-Architects, Except Landscape And Naval",0.0
Female,25.0,"ENG-Architects, Except Landscape And Naval",179.0
Female,26.0,"ENG-Architects, Except Landscape And Naval",0.0
Female,27.0,"ENG-Architects, Except Landscape And Naval",0.0
Female,28.0,"ENG-Architects, Except Landscape And Naval",0.0
Female,29.0,"ENG-Architects, Except Landscape And Naval",0.0
Female,30.0,"ENG-Architects, Except Landscape And Naval",44.0
Male,18.0,ENG-Landscape Architects,0.0
Male,19.0,ENG-Landscape Architects,0.0
Male,20.0,ENG-Landscape Architects,0.0
Male,21.0,ENG-Landscape Architects,0.0
Male,22.0,ENG-Landscape Architects,0.0
Male,23.0,ENG-Landscape Architects,0.0
Male,24.0,ENG-Landscape Architects,0.0
Male,25.0,ENG-Landscape Architects,0.0
Male,26.0,ENG-Landscape Architects,0.0
Male,27.0,ENG-Landscape Architects,0.0
Male,28.0,ENG-Landscape Architects,0.0
Male,29.0,ENG-Landscape Architects,0.0
Male,30.0,ENG-Landscape Architects,0.0
Female,18.0,ENG-Landscape Architects,0.0
Female,19.0,ENG-Landscape Architects,0.0
Female,20.0,ENG-Landscape Architects,118.0
Female,21.0,ENG-Landscape Architects,0.0
Female,22.0,ENG-Landscape Architects,0.0
Female,23.0,ENG-Landscape Architects,0.0
Female,24.0,ENG-Landscape Architects,0.0
Female,25.0,ENG-Landscape Architects,0.0
Female,26.0,ENG-Landscape Architects,0.0
Female,27.0,ENG-Landscape Architects,0.0
Female,28.0,ENG-Landscape Architects,0.0
Female,29.0,ENG-Landscape Architects,0.0
Female,30.0,ENG-Landscape Architects,0.0
Male,18.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Male,19.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Male,20.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Male,21.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Male,22.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Male,23.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Male,24.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Male,25.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Male,26.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Male,27.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Male,28.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Male,29.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Male,30.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Female,18.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Female,19.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Female,20.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Female,21.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Female,22.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Female,23.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Female,24.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Female,25.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Female,26.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Female,27.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Female,28.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Female,29.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Female,30.0,"ENG-Surveyors, Cartographers, And Photogrammetrists",0.0
Male,18.0,ENG-Aerospace Engineers,0.0
Male,19.0,ENG-Aerospace Engineers,0.0
Male,20.0,ENG-Aerospace Engineers,0.0
Male,21.0,ENG-Aerospace Engineers,0.0
Male,22.0,ENG-Aerospace Engineers,42.0
Male,23.0,ENG-Aerospace Engineers,375.0
Male,24.0,ENG-Aerospace Engineers,53.0
Male,25.0,ENG-Aerospace Engineers,83.0
Male,26.0,ENG-Aerospace Engineers,307.0
Male,27.0,ENG-Aerospace Engineers,843.0
Male,28.0,ENG-Aerospace Engineers,281.0
Male,29.0,ENG-Aerospace Engineers,220.0
Male,30.0,ENG-Aerospace Engineers,582.0
Female,18.0,ENG-Aerospace Engineers,0.0
Female,19.0,ENG-Aerospace Engineers,0.0
Female,20.0,ENG-Aerospace Engineers,0.0
Female,21.0,ENG-Aerospace Engineers,0.0
Female,22.0,ENG-Aerospace Engineers,0.0
Female,23.0,ENG-Aerospace Engineers,0.0
Female,24.0,ENG-Aerospace Engineers,0.0
Female,25.0,ENG-Aerospace Engineers,72.0
Female,26.0,ENG-Aerospace Engineers,111.0
Female,27.0,ENG-Aerospace Engineers,77.0
Female,28.0,ENG-Aerospace Engineers,0.0
Female,29.0,ENG-Aerospace Engineers,0.0
Female,30.0,ENG-Aerospace Engineers,0.0
Male,18.0,ENG-Biomedical And Agricultural Engineers,0.0
Male,19.0,ENG-Biomedical And Agricultural Engineers,0.0
Male,20.0,ENG-Biomedical And Agricultural Engineers,0.0
Male,21.0,ENG-Biomedical And Agricultural Engineers,0.0
Male,22.0,ENG-Biomedical And Agricultural Engineers,0.0
Male,23.0,ENG-Biomedical And Agricultural Engineers,0.0
Male,24.0,ENG-Biomedical And Agricultural Engineers,0.0
Male,25.0,ENG-Biomedical And Agricultural Engineers,0.0
Male,26.0,ENG-Biomedical And Agricultural Engineers,0.0
Male,27.0,ENG-Biomedical And Agricultural Engineers,0.0
Male,28.0,ENG-Biomedical And Agricultural Engineers,0.0
Male,29.0,ENG-Biomedical And Agricultural Engineers,0.0
Male,30.0,ENG-Biomedical And Agricultural Engineers,0.0
Female,18.0,ENG-Biomedical And Agricultural Engineers,0.0
Female,19.0,ENG-Biomedical And Agricultural Engineers,0.0
Female,20.0,ENG-Biomedical And Agricultural Engineers,0.0
Female,21.0,ENG-Biomedical And Agricultural Engineers,0.0
Female,22.0,ENG-Biomedical And Agricultural Engineers,0.0
Female,23.0,ENG-Biomedical And Agricultural Engineers,0.0
Female,24.0,ENG-Biomedical And Agricultural Engineers,0.0
Female,25.0,ENG-Biomedical And Agricultural Engineers,0.0
Female,26.0,ENG-Biomedical And Agricultural Engineers,0.0
Female,27.0,ENG-Biomedical And Agricultural Engineers,0.0
Female,28.0,ENG-Biomedical And Agricultural Engineers,0.0
Female,29.0,ENG-Biomedical And Agricultural Engineers,0.0
Female,30.0,ENG-Biomedical And Agricultural Engineers,0.0
Male,18.0,ENG-Chemical Engineers,0.0
Male,19.0,ENG-Chemical Engineers,0.0
Male,20.0,ENG-Chemical Engineers,0.0
Male,21.0,ENG-Chemical Engineers,0.0
Male,22.0,ENG-Chemical Engineers,0.0
Male,23.0,ENG-Chemical Engineers,0.0
Male,24.0,ENG-Chemical Engineers,0.0
Male,25.0,ENG-Chemical Engineers,92.0
Male,26.0,ENG-Chemical Engineers,500.0
Male,27.0,ENG-Chemical Engineers,0.0
Male,28.0,ENG-Chemical Engineers,36.0
Male,29.0,ENG-Chemical Engineers,0.0
Male,30.0,ENG-Chemical Engineers,0.0
Female,18.0,ENG-Chemical Engineers,0.0
Female,19.0,ENG-Chemical Engineers,0.0
Female,20.0,ENG-Chemical Engineers,0.0
Female,21.0,ENG-Chemical Engineers,0.0
Female,22.0,ENG-Chemical Engineers,619.0
Female,23.0,ENG-Chemical Engineers,0.0
Female,24.0,ENG-Chemical Engineers,0.0
Female,25.0,ENG-Chemical Engineers,0.0
Female,26.0,ENG-Chemical Engineers,189.0
Female,27.0,ENG-Chemical Engineers,0.0
Female,28.0,ENG-Chemical Engineers,0.0
Female,29.0,ENG-Chemical Engineers,0.0
Female,30.0,ENG-Chemical Engineers,0.0
Male,18.0,ENG-Civil Engineers,0.0
Male,19.0,ENG-Civil Engineers,74.0
Male,20.0,ENG-Civil Engineers,156.0
Male,21.0,ENG-Civil Engineers,60.0
Male,22.0,ENG-Civil Engineers,0.0
Male,23.0,ENG-Civil Engineers,535.0
Male,24.0,ENG-Civil Engineers,203.0
Male,25.0,ENG-Civil Engineers,151.0
Male,26.0,ENG-Civil Engineers,163.0
Male,27.0,ENG-Civil Engineers,88.0
Male,28.0,ENG-Civil Engineers,51.0
Male,29.0,ENG-Civil Engineers,0.0
Male,30.0,ENG-Civil Engineers,154.0
Female,18.0,ENG-Civil Engineers,0.0
Female,19.0,ENG-Civil Engineers,0.0
Female,20.0,ENG-Civil Engineers,0.0
Female,21.0,ENG-Civil Engineers,0.0
Female,22.0,ENG-Civil Engineers,315.0
Female,23.0,ENG-Civil Engineers,0.0
Female,24.0,ENG-Civil Engineers,0.0
Female,25.0,ENG-Civil Engineers,0.0
Female,26.0,ENG-Civil Engineers,161.0
Female,27.0,ENG-Civil Engineers,134.0
Female,28.0,ENG-Civil Engineers,68.0
Female,29.0,ENG-Civil Engineers,0.0
Female,30.0,ENG-Civil Engineers,0.0
Male,18.0,ENG-Computer Hardware Engineers,0.0
Male,19.0,ENG-Computer Hardware Engineers,0.0
Male,20.0,ENG-Computer Hardware Engineers,0.0
Male,21.0,ENG-Computer Hardware Engineers,0.0
Male,22.0,ENG-Computer Hardware Engineers,0.0
Male,23.0,ENG-Computer Hardware Engineers,0.0
Male,24.0,ENG-Computer Hardware Engineers,0.0
Male,25.0,ENG-Computer Hardware Engineers,0.0
Male,26.0,ENG-Computer Hardware Engineers,0.0
Male,27.0,ENG-Computer Hardware Engineers,0.0
Male,28.0,ENG-Computer Hardware Engineers,0.0
Male,29.0,ENG-Computer Hardware Engineers,0.0
Male,30.0,ENG-Computer Hardware Engineers,0.0
Female,18.0,ENG-Computer Hardware Engineers,0.0
Female,19.0,ENG-Computer Hardware Engineers,0.0
Female,20.0,ENG-Computer Hardware Engineers,0.0
Female,21.0,ENG-Computer Hardware Engineers,0.0
Female,22.0,ENG-Computer Hardware Engineers,0.0
Female,23.0,ENG-Computer Hardware Engineers,0.0
Female,24.0,ENG-Computer Hardware Engineers,0.0
Female,25.0,ENG-Computer Hardware Engineers,0.0
Female,26.0,ENG-Computer Hardware Engineers,0.0
Female,27.0,ENG-Computer Hardware Engineers,0.0
Female,28.0,ENG-Computer Hardware Engineers,0.0
Female,29.0,ENG-Computer Hardware Engineers,0.0
Female,30.0,ENG-Computer Hardware Engineers,0.0
Male,18.0,ENG-Electrical And Electronics Engineers,0.0
Male,19.0,ENG-Electrical And Electronics Engineers,0.0
Male,20.0,ENG-Electrical And Electronics Engineers,0.0
Male,21.0,ENG-Electrical And Electronics Engineers,60.0
Male,22.0,ENG-Electrical And Electronics Engineers,0.0
Male,23.0,ENG-Electrical And Electronics Engineers,0.0
Male,24.0,ENG-Electrical And Electronics Engineers,22.0
Male,25.0,ENG-Electrical And Electronics Engineers,208.0
Male,26.0,ENG-Electrical And Electronics Engineers,89.0
Male,27.0,ENG-Electrical And Electronics Engineers,0.0
Male,28.0,ENG-Electrical And Electronics Engineers,182.0
Male,29.0,ENG-Electrical And Electronics Engineers,0.0
Male,30.0,ENG-Electrical And Electronics Engineers,211.0
Female,18.0,ENG-Electrical And Electronics Engineers,0.0
Female,19.0,ENG-Electrical And Electronics Engineers,0.0
Female,20.0,ENG-Electrical And Electronics Engineers,0.0
Female,21.0,ENG-Electrical And Electronics Engineers,0.0
Female,22.0,ENG-Electrical And Electronics Engineers,0.0
Female,23.0,ENG-Electrical And Electronics Engineers,0.0
Female,24.0,ENG-Electrical And Electronics Engineers,0.0
Female,25.0,ENG-Electrical And Electronics Engineers,0.0
Female,26.0,ENG-Electrical And Electronics Engineers,0.0
Female,27.0,ENG-Electrical And Electronics Engineers,0.0
Female,28.0,ENG-Electrical And Electronics Engineers,0.0
Female,29.0,ENG-Electrical And Electronics Engineers,0.0
Female,30.0,ENG-Electrical And Electronics Engineers,0.0
Male,18.0,ENG-Environmental Engineers,0.0
Male,19.0,ENG-Environmental Engineers,0.0
Male,20.0,ENG-Environmental Engineers,0.0
Male,21.0,ENG-Environmental Engineers,0.0
Male,22.0,ENG-Environmental Engineers,0.0
Male,23.0,ENG-Environmental Engineers,0.0
Male,24.0,ENG-Environmental Engineers,0.0
Male,25.0,ENG-Environmental Engineers,0.0
Male,26.0,ENG-Environmental Engineers,0.0
Male,27.0,ENG-Environmental Engineers,0.0
Male,28.0,ENG-Environmental Engineers,0.0
Male,29.0,ENG-Environmental Engineers,0.0
Male,30.0,ENG-Environmental Engineers,0.0
Female,18.0,ENG-Environmental Engineers,0.0
Female,19.0,ENG-Environmental Engineers,0.0
Female,20.0,ENG-Environmental Engineers,0.0
Female,21.0,ENG-Environmental Engineers,0.0
Female,22.0,ENG-Environmental Engineers,0.0
Female,23.0,ENG-Environmental Engineers,0.0
Female,24.0,ENG-Environmental Engineers,0.0
Female,25.0,ENG-Environmental Engineers,0.0
Female,26.0,ENG-Environmental Engineers,0.0
Female,27.0,ENG-Environmental Engineers,0.0
Female,28.0,ENG-Environmental Engineers,0.0
Female,29.0,ENG-Environmental Engineers,0.0
Female,30.0,ENG-Environmental Engineers,0.0
Male,18.0,"ENG-Industrial Engineers, Including Health And Safety",0.0
Male,19.0,"ENG-Industrial Engineers, Including Health And Safety",0.0
Male,20.0,"ENG-Industrial Engineers, Including Health And Safety",0.0
Male,21.0,"ENG-Industrial Engineers, Including Health And Safety",0.0
Male,22.0,"ENG-Industrial Engineers, Including Health And Safety",46.0
Male,23.0,"ENG-Industrial Engineers, Including Health And Safety",0.0
Male,24.0,"ENG-Industrial Engineers, Including Health And Safety",552.0
Male,25.0,"ENG-Industrial Engineers, Including Health And Safety",279.0
Male,26.0,"ENG-Industrial Engineers, Including Health And Safety",345.0
Male,27.0,"ENG-Industrial Engineers, Including Health And Safety",52.0
Male,28.0,"ENG-Industrial Engineers, Including Health And Safety",132.0
Male,29.0,"ENG-Industrial Engineers, Including Health And Safety",286.0
Male,30.0,"ENG-Industrial Engineers, Including Health And Safety",0.0
Female,18.0,"ENG-Industrial Engineers, Including Health And Safety",0.0
Female,19.0,"ENG-Industrial Engineers, Including Health And Safety",0.0
Female,20.0,"ENG-Industrial Engineers, Including Health And Safety",0.0
Female,21.0,"ENG-Industrial Engineers, Including Health And Safety",0.0
Female,22.0,"ENG-Industrial Engineers, Including Health And Safety",0.0
Female,23.0,"ENG-Industrial Engineers, Including Health And Safety",0.0
Female,24.0,"ENG-Industrial Engineers, Including Health And Safety",65.0
Female,25.0,"ENG-Industrial Engineers, Including Health And Safety",0.0
Female,26.0,"ENG-Industrial Engineers, Including Health And Safety",0.0
Female,27.0,"ENG-Industrial Engineers, Including Health And Safety",0.0
Female,28.0,"ENG-Industrial Engineers, Including Health And Safety",0.0
Female,29.0,"ENG-Industrial Engineers, Including Health And Safety",0.0
Female,30.0,"ENG-Industrial Engineers, Including Health And Safety",0.0
Male,18.0,ENG-Marine Engineers And Naval Architects,0.0
Male,19.0,ENG-Marine Engineers And Naval Architects,0.0
Male,20.0,ENG-Marine Engineers And Naval Architects,0.0
Male,21.0,ENG-Marine Engineers And Naval Architects,0.0
Male,22.0,ENG-Marine Engineers And Naval Architects,146.0
Male,23.0,ENG-Marine Engineers And Naval Architects,0.0
Male,24.0,ENG-Marine Engineers And Naval Architects,0.0
Male,25.0,ENG-Marine Engineers And Naval Architects,156.0
Male,26.0,ENG-Marine Engineers And Naval Architects,0.0
Male,27.0,ENG-Marine Engineers And Naval Architects,82.0
Male,28.0,ENG-Marine Engineers And Naval Architects,0.0
Male,29.0,ENG-Marine Engineers And Naval Architects,66.0
Male,30.0,ENG-Marine Engineers And Naval Architects,0.0
Female,18.0,ENG-Marine Engineers And Naval Architects,0.0
Female,19.0,ENG-Marine Engineers And Naval Architects,0.0
Female,20.0,ENG-Marine Engineers And Naval Architects,0.0
Female,21.0,ENG-Marine Engineers And Naval Architects,0.0
Female,22.0,ENG-Marine Engineers And Naval Architects,0.0
Female,23.0,ENG-Marine Engineers And Naval Architects,0.0
Female,24.0,ENG-Marine Engineers And Naval Architects,133.0
Female,25.0,ENG-Marine Engineers And Naval Architects,0.0
Female,26.0,ENG-Marine Engineers And Naval Architects,0.0
Female,27.0,ENG-Marine Engineers And Naval Architects,0.0
Female,28.0,ENG-Marine Engineers And Naval Architects,0.0
Female,29.0,ENG-Marine Engineers And Naval Architects,0.0
Female,30.0,ENG-Marine Engineers And Naval Architects,0.0
Male,18.0,ENG-Materials Engineers,0.0
Male,19.0,ENG-Materials Engineers,0.0
Male,20.0,ENG-Materials Engineers,0.0
Male,21.0,ENG-Materials Engineers,0.0
Male,22.0,ENG-Materials Engineers,0.0
Male,23.0,ENG-Materials Engineers,0.0
Male,24.0,ENG-Materials Engineers,0.0
Male,25.0,ENG-Materials Engineers,77.0
Male,26.0,ENG-Materials Engineers,0.0
Male,27.0,ENG-Materials Engineers,0.0
Male,28.0,ENG-Materials Engineers,0.0
Male,29.0,ENG-Materials Engineers,0.0
Male,30.0,ENG-Materials Engineers,0.0
Female,18.0,ENG-Materials Engineers,0.0
Female,19.0,ENG-Materials Engineers,0.0
Female,20.0,ENG-Materials Engineers,0.0
Female,21.0,ENG-Materials Engineers,0.0
Female,22.0,ENG-Materials Engineers,0.0
Female,23.0,ENG-Materials Engineers,0.0
Female,24.0,ENG-Materials Engineers,0.0
Female,25.0,ENG-Materials Engineers,0.0
Female,26.0,ENG-Materials Engineers,0.0
